accreditation,category,duration,name,organization,reviews,score,subscription_type,subscription_value,weekly_study
False,Nature & Environment,5 weeks,Real Climate Action: How to Engage People in Climate Change,EIT Climate-KIC,,,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,3 weeks,How to Create Everlasting Experiences Through Gaming,D&AD,,,€36/month,Part of ExpertTrack,3 hours
False,Creative Arts & Media,3 weeks,Explore and Understand the Gaming Industry,D&AD,,,€36/month,Part of ExpertTrack,3 hours
False,Teaching,4 weeks,Best Practice for Education:  Professional Development Showcase,Study Melbourne,77,4.8 ,Free,Digital upgrade,3 hours
False,"Science, Engineering & Maths",4 weeks,Additive Manufacturing and 3D Printing: Costs Structures and Benefits,EIT RawMaterials,12,4.6 ,€23.99/month,Unlimited subscription,1 hour
False,Language,4 weeks,Exploring English: Language and Culture,British Council,454,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Law,4 weeks,What is International Human Rights Law?,The University of Kent,6,5.0 ,€36/month,Part of ExpertTrack,4 hours
False,Language,5 weeks,An Intermediate Guide to Writing in English for University Study,University of Reading,179,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Law,4 weeks,Understanding the GDPR,University of Groningen,110,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,2 weeks,Social Media Marketing Strategy: Objective Setting and Strategic Planning Essentials,Social Media College,5,5.0 ,€23.99/month,Unlimited subscription,4 hours
True,Creative Arts & Media,2 weeks,Instagram Marketing: Instagram Essentials and Content Creation,Social Media College,13,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,History,5 weeks,Lancaster Castle and Northern English History: The View from the Stronghold,Lancaster University,155,4.6 ,€23.99/month,Unlimited subscription,3 hours
True,Creative Arts & Media,2 weeks,LinkedIn Marketing: LinkedIn Essentials and Content Creation,Social Media College,9,4.4 ,€23.99/month,Unlimited subscription,6 hours
False,Law,4 weeks,"Human Rights, Ways of Life, and the Future",The University of Kent,,,€36/month,Part of ExpertTrack,4 hours
True,Creative Arts & Media,2 weeks,Designing for a Future Where No One Feels Socially Isolated,Samsung,27,4.7 ,Free,Digital upgrade,2 hours
False,Teaching,3 weeks,Social Learning and Collaboration in School: Learning to thrive through play,The LEGO Foundation,65,4.8 ,Free,Digital upgrade,1 hour
False,Law,4 weeks,How Well Does International Human Rights Law Serve Marginalised People?,The University of Kent,,,€36/month,Part of ExpertTrack,4 hours
False,Healthcare & Medicine,3 weeks,"Healthy Ageing: Concepts, Interventions, and Preparing for the Future",University of Birmingham,56,3.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Placemaking and Public Space Design: Unlocking Tourist Destinations,Luleå University of Technology,,,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,6 weeks,Religions From The Inside: Improving Interreligious Dialogue,Università della Svizzera Italiana (USI),41,4.4 ,€23.99/month,Unlimited subscription,3 hours
True,IT & Computer Science,4 weeks,"Decentralised Finance: Blockchain, Ethereum, and The Future of Banking",RMIT University,43,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,History,6 weeks,Country Houses and the British Empire: How Imperialism Transformed Britain’s Colonial Countryside,University of Leicester,160,4.1 ,€23.99/month,Unlimited subscription,2 hours
False,"Science, Engineering & Maths",3 weeks,Additive Manufacturing for Business: Practices and Ecosystem,EIT RawMaterials,5,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Psychology & Mental Health,6 weeks,An Introduction to the Nordoff Robbins approach to Music Therapy,Nordoff Robbins,23,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Caring with Music: Can Music Do More In Adult Care Settings?,Nordoff Robbins,10,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,History,3 weeks,Photographing the Holocaust,The University of Nottingham,43,4.7 ,€23.99/month,Unlimited subscription,5 hours
False,Psychology & Mental Health,2 weeks,Managing Mental Health and Stress,Coventry University,121,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Multilingual Practices: Tackling Challenges and Creating Opportunities,University of Groningen,34,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Psychology & Mental Health,2 weeks,Supporting Adolescent Learners: Social and Emotional Wellbeing,Griffith University,465,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,5 weeks,Marketing Analytics,"Darden School of Business, University of Virginia",52,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,"Science, Engineering & Maths",3 weeks,Introduction to Metal Additive Manufacturing (AM) Technology,EIT RawMaterials,19,4.5 ,€23.99/month,Unlimited subscription,1 hour
False,Language,4 weeks,Stylistics: Using Linguistics to Explore Texts and Meaning,University of Huddersfield,30,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Teaching,8 weeks,Learning Through Play with LEGO® Braille Bricks,The LEGO Foundation,38,4.9 ,Free,Digital upgrade,2 hours
False,"Science, Engineering & Maths",3 weeks,Life on Mars,FutureLearn,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,4 weeks,Product Management Essentials,FutureLearn,6,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Learn About Weather,University of Exeter,125,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Language Testing During Awake Brain Surgery,University of Groningen,21,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,Icy Moons and Exoplanets,FutureLearn,,,€36/month,Part of ExpertTrack,3 hours
False,IT & Computer Science,4 weeks,Introduction to Blockchain Technology and Applications,UCL (University College London) ,27,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,4 weeks,Healthy House Plants: A Complete Guide to Gardening Indoors,BBC Gardeners' World Magazine,78,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,5 weeks,How to Read French Poetry,Manchester Grammar School ,30,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Fundamentals of Digital Marketing,FutureLearn,,,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,Habitability,FutureLearn,,,€36/month,Part of ExpertTrack,3 hours
False,IT & Computer Science,5 weeks,Fortran for Scientific Computing,Partnership for Advanced Computing in Europe (PRACE),9,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,4 weeks,"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives",UCL (University College London) ,130,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,An Introduction to Financial Management in Construction,Coventry University,25,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Career Skills for the 2020s: Navigating the Online World of Work,Coventry University,,,€23.99/month,Unlimited subscription,4 hours
False,Study Skills,2 weeks,Academic Research Methodology for Master’s Students,Coventry University,32,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,3 weeks,Understanding Enemies,FutureLearn,,,€36/month,Part of ExpertTrack,5 hours
False,"Science, Engineering & Maths",2 weeks,An Introduction to Building Information Modelling,Coventry University,36,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,3 weeks,Tracking Complex Conflicts,FutureLearn,,,€36/month,Part of ExpertTrack,5 hours
False,Language,6 weeks,Introduction to Korean: 2,Hanyang University,30,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,3 weeks,Introduction to Health Research Ethics,Universiti Malaya,16,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,Artificial Intelligence: Distinguishing Between Fact and Fiction,Coventry University,56,4.3 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,3 weeks,Intelligent Systems: An Introduction to Deep Learning and Autonomous Systems,University of York,11,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Politics & Society,3 weeks,Doing Good in a Conflict Zone,FutureLearn,,,€36/month,Part of ExpertTrack,5 hours
False,Nature & Environment,3 weeks,Causes of Climate Change,University of Bergen,57,4.4 ,€23.99/month,Unlimited subscription,4 hours
False,Politics & Society,3 weeks,Doing Business in Conflict Zones,FutureLearn,,,€36/month,Part of ExpertTrack,5 hours
False,Business & Management,2 weeks,University and Your Future: Career Planning and Making the Most of Your Degree,University of Surrey,6,5.0 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,The Future of Life,FutureLearn,,,€36/month,Part of ExpertTrack,3 hours
False,Healthcare & Medicine,2 weeks,Understanding Systems Thinking in Healthcare,Coventry University,14,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,2 weeks,The Impacts of Tourism,Coventry University,41,4.5 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Why Do We Age? The Molecular Mechanisms of Ageing,University of Groningen,31,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,2 weeks,The Cyber Security Landscape,Coventry University,69,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Language,5 weeks,A Beginner's Guide to Writing in English for University Study,University of Reading,354,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,2 weeks,Nursing in Crisis? Exploring Current Challenges,Coventry University,14,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Introduction to Digital Transformation and E-Commerce,Coventry University,13,3.8 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,International Human Resources Management: An Introduction,Coventry University,105,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,2 weeks,Identifying and Responding to Domestic Violence and Abuse (DVA) in Pregnancy,Coventry University,20,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,2 weeks,"Humanitarian Action, Response and Relief",Coventry University,29,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Get Started With Digital Marketing,Coventry University,58,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Emotional Intelligence at Work,Coventry University,251,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,Ethical Hacking: An Introduction,Coventry University,45,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Emergency Planning and Preparedness: An Introduction,Coventry University,44,4.6 ,€23.99/month,Unlimited subscription,3 hours
True,IT & Computer Science,3 weeks,Digital Skills: Reimagine Your Career,Accenture,86,4.9 ,Free,Digital upgrade,2 hours
False,Business & Management,2 weeks,Foundations of Project Management,Coventry University,206,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",5 weeks,Foundations of Science for Undergraduate Degrees,The University of Nottingham,,,€23.99/month,Unlimited subscription,4 hours
False,History,5 weeks,A History of Royal Fashion,The University of Glasgow,695,4.9 ,€23.99/month,Unlimited subscription,4 hours
True,Teaching,2 weeks,Unlocking The Creative Brain: Develop and Teach Skills For Creative Thinking,Central Queensland University,29,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,4 weeks,Understanding Addiction,Central Queensland University,58,4.6 ,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,4 weeks,Introduction to Health and Medical Law,College of Law,13,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Law,2 weeks,Protecting Health Data in the Modern Age: Getting to Grips with the GDPR,University of Groningen,18,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,3 weeks,Makerspaces for Creative Learning,The University of Sheffield,14,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Using AI to Gain a Competitive Edge for your Customer Experience (CX),Critical Mass,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,Introduction to Agile Project Management,FutureLearn,19,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,3 weeks,"Identifying and Responding to Drug and Alcohol Addiction in Nursing, Midwifery and Allied Healthcare Practice",Trinity College Dublin,15,4.1 ,€23.99/month,Unlimited subscription,2 hours
False,Creative Arts & Media,4 weeks,Introduction to UX Design,FutureLearn,7,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,2 weeks,Genetic Inheritance for the Pregnancy Pathway: A Practical Guide for Clinicians,"St George's, University of London",23,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Law,3 weeks,How to Become a Police Officer in England and Wales,The University of Law,6,4.2 ,€23.99/month,Unlimited subscription,2 hours
False,Teaching,3 weeks,How to Succeed as a Newly Qualified Teacher,Manchester Metropolitan University,33,4.5 ,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,6 weeks,"How to Measure, Reduce, and Offset your Company’s Carbon Footprint",MSQ,45,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,"Frontier Physics, Future Technologies",University of York,72,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,3 weeks,Get Started with a Voice Assistant: Developing Alexa Skills,Labdox,7,3.7 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,4 weeks,UX Design Fundamentals: Business Value Through User Experience (UX) Design,FutureLearn,7,4.9 ,€36/month,Part of ExpertTrack,4 hours
False,Creative Arts & Media,4 weeks,UX Design Fundamentals: Delivering Value to Users,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
True,Creative Arts & Media,2 weeks,Designing for a Sustainable Future,Samsung,67,4.6 ,Free,Digital upgrade,2 hours
True,Teaching,2 weeks,How to Create an Online Course,The University of Edinburgh,119,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Dysphagia: Swallowing Difficulties and Medicines,UEA (University of East Anglia),41,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,3 weeks,End-of-Life Care for People with Dementia,UEA (University of East Anglia),7,4.4 ,€64,Premium course,3 hours
False,Creative Arts & Media,3 weeks,Introduction to Production Design for Film and Screen,Australian Film Television and Radio School (AFTRS),175,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,3 weeks,Human Factors in a Healthcare Environment,UEA (University of East Anglia),114,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,4 weeks,Strategic planning for professional service firms in the time of COVID-19,College of Law,57,4.6 ,€23.99/month,Unlimited subscription,2 hours
True,Law,4 weeks,Drafting and Negotiating Commercial Contracts: A guide to contract law for non-lawyers ,College of Law,234,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Creative Arts & Media,3 weeks,"The Essential Financial Management Toolbox for Film, Screen and Broadcast",Australian Film Television and Radio School (AFTRS),29,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Creative Arts & Media,4 weeks,UX Design Fundamentals: Creating Business Outcomes,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Leading Strategic Innovation: How to Lead with Purpose,Deakin University,168,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Nature Connectedness with the University of Derby,University of Derby ,18,4.1 ,€23.99/month,Unlimited subscription,2 hours
False,Politics & Society,4 weeks,"Development and Planning in African Cities: Exploring theories, policies and practices from Sierra Leone",UCL (University College London) ,34,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,4 weeks,Introduction to Excel Charts for Data Visualisation,The Excel Club,,,€36/month,Part of ExpertTrack,2 hours
False,Creative Arts & Media,5 weeks,Healthy Cooking Made Easy with BBC Good Food,BBC Good Food,113,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Study Skills,5 weeks,Becoming a Student Assistant: Teaching and Mentoring,University of Groningen,41,4.8 ,€23.99/month,Unlimited subscription,4 hours
True,Business & Management,2 weeks,How to Use Pivot Tables to Analyse Data in Excel,The Excel Club,,,€36/month,Part of ExpertTrack,2 hours
False,Creative Arts & Media,3 weeks,Ethics and Diversity in Fashion,Condé Nast College ,,,€36/month,Part of ExpertTrack,3 hours
False,Creative Arts & Media,2 weeks,Digital Marketing: Storytelling in the New Communication Landscape,Ravensbourne University London,20,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,3 weeks,Effective Questioning for Call Handlers,UEA (University of East Anglia),13,4.5 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,3 weeks,Digital Fashion Media,Condé Nast College ,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,4 weeks,Data Wrangling and Ingestion using Python,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
True,Business & Management,6 weeks,Design and Create Custom Dashboards in Excel,The Excel Club,,,€36/month,Part of ExpertTrack,2 hours
False,Business & Management,4 weeks,Data Analytics and Python Fundamentals,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
False,Nature & Environment,3 weeks,Bioeconomy: How Renewable Resources Can Help the Future of Our Planet,University of York,13,4.5 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,6 weeks,Collaborative Coding with Git,The University of Manchester,13,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,"Science, Engineering & Maths",2 weeks,Introduction to Mathematical Methods for University-Level Science,The University of Nottingham,10,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Healthcare & Medicine,2 weeks,Becoming a Dentist,The University of Glasgow,12,4.9 ,€23.99/month,Unlimited subscription,2 hours
True,Nature & Environment,4 weeks,Sustainability and Climate Change: An Introduction to Low Carbon Road Transport,Cenex,21,4.1 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,Earth and Life,FutureLearn,,,€36/month,Part of ExpertTrack,3 hours
False,Healthcare & Medicine,6 weeks,The Role of Diagnostics in the Antimicrobial Resistance Response,London School of Hygiene & Tropical Medicine,47,4.9 ,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,3 weeks,Taking on the Climate Crisis with Social Change,Stockholm University,28,4.6 ,€23.99/month,Unlimited subscription,3 hours
True,IT & Computer Science,3 weeks,ISO 27001: ISO Implementation Practitioner,PA Consulting,9,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,2 weeks,An Introduction to Screenwriting,UEA (University of East Anglia),826,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,SQL for Data Analysis,FutureLearn,6,2.8 ,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,4 weeks,Data Analysis and Fundamental Statistics,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
False,Language,4 weeks,"An Introduction to Sociolinguistics: Accents, Attitudes and Identity",University of York,187,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,What is Leadership?,Deakin University,432,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,Video Game Design and Development: A Bit-by-Bit History of Video Game Music: Video Game Sound and Music,Abertay University,16,4.3 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,The Human Face of User Research: How to do User Research Online and Offline,This is Milk,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,Excel for Data Analysis,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
False,Creative Arts & Media,3 weeks,Sustainable Luxury Fashion,Condé Nast College ,,,€36/month,Part of ExpertTrack,3 hours
False,Creative Arts & Media,3 weeks,The Future of Fashion,Condé Nast College ,5,5.0 ,€36/month,Part of ExpertTrack,3 hours
False,Politics & Society,4 weeks,"Zoroastrianism: History, Religion, and Belief",SOAS University of London,94,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Python Packages: NumPy and Pandas Dataframe,FutureLearn,,,€36/month,Part of ExpertTrack,4 hours
False,Creative Arts & Media,3 weeks,The Business of Beauty: Introduction to the Beauty Industry,Condé Nast College ,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,2 weeks,Social Impact in Business: How to Build a Brand that Matters,Good-Loop ,9,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Creative Arts & Media,3 weeks,How to Understand the Gaming Audience,D&AD,,,€36/month,Part of ExpertTrack,3 hours
False,Healthcare & Medicine,4 weeks,Start Your Career as a Healthcare Professional: Online Work Related Learning,University of Leicester,29,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,An Introduction to Innovation in Healthcare,University of Bath,9,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,6 weeks,Artificial Intelligence (AI) for Earth Monitoring,EUMETSAT,45,4.5 ,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,6 weeks,Quality Improvement in Healthcare: the Case for Change,University of Bath,114,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Law,4 weeks,Cyber Crime Investigation,PA Consulting,,,€36/month,Part of ExpertTrack,3 hours
False,Healthcare & Medicine,3 weeks,Allergies: When the Immune System Backfires,University of Basel,142,4.8 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,4 weeks,Understanding Brain Health: Preventing Dementia,The University of Edinburgh,119,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,6 weeks,Korea in a Global Context,Hanyang University,14,3.9 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,3 weeks,"People, Networks and Neighbours: Understanding Social Dynamics",University of Groningen,9,4.2 ,€23.99/month,Unlimited subscription,4 hours
False,Law,5 weeks,Jurisprudence: Introduction to the Philosophy of Law,University of Surrey,30,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,Introduction to Thermodynamics,University of Hull ,34,4.4 ,€23.99/month,Unlimited subscription,3 hours
True,Politics & Society,2 weeks,Creating Ethical and Sustainable Cities at the Local Level,RMIT University,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,3 weeks,Global Education for Teachers,UCL (University College London) ,78,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,3 weeks,Improve Student Assessment with Microsoft Forms,Tablet Academy,,,€36/month,Part of ExpertTrack,4 hours
False,IT & Computer Science,3 weeks,IT Ethics: Professionalism and Ethics in Computing,Charles Sturt University,84,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,8 weeks,Statistical Shape Modelling: Computing the Human Anatomy,University of Basel,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,3 weeks,Filmmaking and Animation Online and in the Classroom,Into Film,27,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,5 weeks,Developing and Testing Complex Healthcare Interventions,University of Bergen,,,€23.99/month,Unlimited subscription,4 hours
False,Psychology & Mental Health,3 weeks,Music and Intelligence: Can Music Make You Smarter?,University of Padova,25,4.2 ,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,3 weeks,Business Futures: Understanding Omni-channel Retailing and Supply Chains,RMIT University,132,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,3 weeks,Conducting Remote Consultations and Triage,UCL (University College London) ,32,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,6 weeks,Introduction to Translational Research: Connecting Scientists and Medical Doctors,Taipei Medical University,6,5.0 ,€23.99/month,Unlimited subscription,2 hours
True,Business & Management,3 weeks,Business Futures: Sustainable Business Through Green HR,RMIT University,194,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Literature,4 weeks,"William Wordsworth: Poetry, People and Place",Lancaster University,253,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,2 weeks,Introduction to Sustainability and Development,Deakin University,286,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Politics & Society,3 weeks,Maqasid Al-Shariah and Sustainable Development,Universiti Malaya,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,3 weeks,What is Health Research?,University of Leeds,41,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Accounting Transactions: Further Considerations,Kaplan,,,€36/month,Part of ExpertTrack,3 hours
False,Nature & Environment,5 weeks,Mercados de Carbono: Lecciones Europeas para la Acción Climática Transnacional,European University Institute (EUI),,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Successful Data Analysis for Modern Industries,"CloudSwyft Global Systems, Inc.",,,€36/month,Part of ExpertTrack,5 hours
False,Business & Management,4 weeks,Fundamentals of Business Strategy,Sentinel|9,,,€79,Premium course,3 hours
True,Nature & Environment,4 weeks,Trust in Our Food: Understanding Food Supply Systems,EIT Food,18,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Invisible Worlds: Understanding the Natural Environment,University of Exeter,184,4.8 ,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,3 weeks,The Role of Antifungal Stewardship,BSAC,34,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,2 weeks,Workplace Wellbeing: How to Build Confidence and Manage Stress,Luleå University of Technology,85,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,3 weeks,Introduction to Organisational Development,NHS Employers,18,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,6 weeks,Protecting Children during COVID-19 and other Infectious Disease Outbreaks,The Alliance for Child Protection in Humanitarian Action ,89,4.7 ,Free,Digital upgrade,3 hours
False,Teaching,4 weeks,Grow Your Workforce: How to Teach Adult Learners,Wintec,28,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Language,6 weeks,Introduction to Italian,Università per Stranieri di Siena (UniStraSi),313,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,History,4 weeks,From Waterloo to the Rhine: The British Army 1815-1945,The University of Kent,158,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,3 weeks,Empresas Exponenciales: Guía Para Comenzar,10xU,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,Demystifying Business Models for New Entrepreneurs,Luleå University of Technology,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Protección de la infancia durante la COVID-19 y otros brotes de enfermedades infecciosas,The Alliance for Child Protection in Humanitarian Action ,5,5.0 ,Free,Digital upgrade,3 hours
False,Nature & Environment,3 weeks,"Bushfires: Response, Relief, and Resilience",The University of Newcastle Australia,148,4.7 ,Free,Digital upgrade,2 hours
False,Study Skills,4 weeks,Introduction to Phenomenology and its Application in Qualitative Research,The Open University,12,4.3 ,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,6 weeks,La Cécité dans le Monde: Planifier et Gérer les Services de Soins Oculaires,London School of Hygiene & Tropical Medicine,,,€23.99/month,Unlimited subscription,4 hours
True,IT & Computer Science,3 weeks,Analysing Data in Excel,Filtered,58,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,2 weeks,Video Game Design and Development: Introduction to Game Programming,Abertay University,46,4.1 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,3 weeks,Study Medicine: Applying for Medical School and Becoming a Medical Student,The University of Glasgow,30,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,Teaching,2 weeks,Creating Apps in the Classroom,Queensland University of Technology,184,4.7 ,€23.99/month,Unlimited subscription,1 hour
False,Business & Management,3 weeks,Computer Vision: Image Understanding for Efficient Business and Industry,Luleå University of Technology,,,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,5 weeks,Climate Solutions: UAE,The University of Edinburgh,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,6 weeks,Becoming an Expert Educator in the Healthcare Professions,The University of Nottingham,84,4.8 ,€23.99/month,Unlimited subscription,3 hours
